term_norm_for_refinement,refined_audit_category,refined_audit_reason,include_in_refined_semantic_review,manual_override,manual_override_note
intrapsychic,candidate_concept,kept_for_semantic_review,True,,
intrapsychic conflict,candidate_concept,kept_for_semantic_review,True,,
intrapsychic interpersonal,candidate_concept,kept_for_semantic_review,True,,
introductory remarks,candidate_concept,kept_for_semantic_review,True,,
involved,candidate_concept,kept_for_semantic_review,True,,
ipa,candidate_concept,kept_for_semantic_review,True,,
ipa congress,candidate_concept,kept_for_semantic_review,True,,
ipso facto,candidate_concept,kept_for_semantic_review,True,,
isbn,candidate_concept,kept_for_semantic_review,True,,
issue,candidate_concept,kept_for_semantic_review,True,,
issue dialogues,candidate_concept,kept_for_semantic_review,True,,
issue favorite,candidate_concept,kept_for_semantic_review,True,,
issue japa,candidate_concept,kept_for_semantic_review,True,,
issue online,candidate_concept,kept_for_semantic_review,True,,
issues,candidate_concept,kept_for_semantic_review,True,,
issues interest,candidate_concept,kept_for_semantic_review,True,,
ist,candidate_concept,kept_for_semantic_review,True,,
ist die,candidate_concept,kept_for_semantic_review,True,,
it's,candidate_concept,kept_for_semantic_review,True,,
italy,candidate_concept,kept_for_semantic_review,True,,
italy francesco,candidate_concept,kept_for_semantic_review,True,,
jack foehl,candidate_concept,kept_for_semantic_review,True,,
jacob arlow,candidate_concept,kept_for_semantic_review,True,,
jane milton,candidate_concept,kept_for_semantic_review,True,,
january,candidate_concept,kept_for_semantic_review,True,,
january panelists,candidate_concept,kept_for_semantic_review,True,,
japa,candidate_concept,kept_for_semantic_review,True,,
japa review,candidate_concept,kept_for_semantic_review,True,,
jeanine vivona,candidate_concept,kept_for_semantic_review,True,,
jeremy,candidate_concept,kept_for_semantic_review,True,,
jeremy clarke,candidate_concept,kept_for_semantic_review,True,,
jeremy safran,candidate_concept,kept_for_semantic_review,True,,
jessica benjamin,candidate_concept,kept_for_semantic_review,True,,
jessica kingsley,candidate_concept,kept_for_semantic_review,True,,
joan riviere,candidate_concept,kept_for_semantic_review,True,,
jody davies,candidate_concept,kept_for_semantic_review,True,,
johanna tabin,candidate_concept,kept_for_semantic_review,True,,
john gedo,candidate_concept,kept_for_semantic_review,True,,
john klauber,candidate_concept,kept_for_semantic_review,True,,
john steiner,candidate_concept,kept_for_semantic_review,True,,
joint editor-in-chief,candidate_concept,kept_for_semantic_review,True,,
jones,candidate_concept,kept_for_semantic_review,True,,
jones ernest,candidate_concept,kept_for_semantic_review,True,,
joseph lichtenberg,candidate_concept,kept_for_semantic_review,True,,
joseph masling,candidate_concept,kept_for_semantic_review,True,,
joseph sandler,candidate_concept,kept_for_semantic_review,True,,
journal,candidate_concept,kept_for_semantic_review,True,,
journal american,candidate_concept,kept_for_semantic_review,True,,
journal available,candidate_concept,kept_for_semantic_review,True,,
journal child,candidate_concept,kept_for_semantic_review,True,,
journal essays,candidate_concept,kept_for_semantic_review,True,,
journal psycho-analysis,candidate_concept,kept_for_semantic_review,True,,
journal vol,candidate_concept,kept_for_semantic_review,True,,
journals european,candidate_concept,kept_for_semantic_review,True,,
joyce slochower,candidate_concept,kept_for_semantic_review,True,,
judged members,candidate_concept,kept_for_semantic_review,True,,
judith chused,candidate_concept,kept_for_semantic_review,True,,
judy kantrowitz,candidate_concept,kept_for_semantic_review,True,,
julian stern,candidate_concept,kept_for_semantic_review,True,,
june,candidate_concept,kept_for_semantic_review,True,,
jung's contributions,candidate_concept,kept_for_semantic_review,True,,
just,candidate_concept,kept_for_semantic_review,True,,
kantrowitz judy,candidate_concept,kept_for_semantic_review,True,,
kantrowitz kent,candidate_concept,kept_for_semantic_review,True,,
kanzer mark,candidate_concept,kept_for_semantic_review,True,,
karen horney,candidate_concept,kept_for_semantic_review,True,,
karl abraham,candidate_concept,kept_for_semantic_review,True,,
karnac,candidate_concept,kept_for_semantic_review,True,,
karnac books,candidate_concept,kept_for_semantic_review,True,,
keiser sylvan,candidate_concept,kept_for_semantic_review,True,,
ken corbett,candidate_concept,kept_for_semantic_review,True,,
kent brookline,candidate_concept,kept_for_semantic_review,True,,
kernberg,candidate_concept,protected_theoretical_name,True,,
kernberg kohut,candidate_concept,kept_for_semantic_review,True,,
kernberg otto,candidate_concept,kept_for_semantic_review,True,,
kernberg summary,candidate_concept,kept_for_semantic_review,True,,
kerry malawista,candidate_concept,kept_for_semantic_review,True,,
key,candidate_concept,kept_for_semantic_review,True,,
kind,candidate_concept,kept_for_semantic_review,True,,
kingsley publishers,candidate_concept,kept_for_semantic_review,True,,
kirsner douglas,candidate_concept,kept_for_semantic_review,True,,
klauber john,candidate_concept,kept_for_semantic_review,True,,
klein melanie,candidate_concept,kept_for_semantic_review,True,,
know next,candidate_concept,kept_for_semantic_review,True,,
knowledge,candidate_concept,kept_for_semantic_review,True,,
knowledge base,candidate_concept,kept_for_semantic_review,True,,
known,candidate_concept,kept_for_semantic_review,True,,
kohut,candidate_concept,protected_theoretical_name,True,,
l'auteur,candidate_concept,kept_for_semantic_review,True,,
l'auteur cet,candidate_concept,kept_for_semantic_review,True,,
l'exp rience,candidate_concept,kept_for_semantic_review,True,,
lachmann,candidate_concept,kept_for_semantic_review,True,,
lachmann frank,candidate_concept,kept_for_semantic_review,True,,
laid down,candidate_concept,kept_for_semantic_review,True,,
lampl-de groot,candidate_concept,kept_for_semantic_review,True,,
lane,candidate_concept,kept_for_semantic_review,True,,
language,candidate_concept,kept_for_semantic_review,True,,
las heras,candidate_concept,kept_for_semantic_review,True,,
last,candidate_concept,kept_for_semantic_review,True,,
latent content,candidate_concept,kept_for_semantic_review,True,,
latest,candidate_concept,kept_for_semantic_review,True,,
latest issue,candidate_concept,kept_for_semantic_review,True,,
latin america,candidate_concept,kept_for_semantic_review,True,,
lauren levine,candidate_concept,kept_for_semantic_review,True,,
lawrence friedman,candidate_concept,kept_for_semantic_review,True,,
learning,candidate_concept,kept_for_semantic_review,True,,
leo rangell,candidate_concept,kept_for_semantic_review,True,,
leon hoffman,candidate_concept,kept_for_semantic_review,True,,
leonard shengold,candidate_concept,kept_for_semantic_review,True,,
level,candidate_concept,kept_for_semantic_review,True,,
levels,candidate_concept,kept_for_semantic_review,True,,
levine lauren,candidate_concept,kept_for_semantic_review,True,,
levy,candidate_concept,kept_for_semantic_review,True,,
levy steven,candidate_concept,kept_for_semantic_review,True,,
lewis aron,candidate_concept,kept_for_semantic_review,True,,
lewis kirshner,candidate_concept,kept_for_semantic_review,True,,
libidinal,candidate_concept,kept_for_semantic_review,True,,
libidinal aggressive,candidate_concept,kept_for_semantic_review,True,,
libido,candidate_concept,kept_for_semantic_review,True,,
life cycle,candidate_concept,kept_for_semantic_review,True,,
life death,candidate_concept,kept_for_semantic_review,True,,
like,candidate_concept,kept_for_semantic_review,True,,
like invite,candidate_concept,kept_for_semantic_review,True,,
like know,candidate_concept,kept_for_semantic_review,True,,
lincoln medicine,candidate_concept,kept_for_semantic_review,True,,
link,candidate_concept,kept_for_semantic_review,True,,
lisis,candidate_concept,kept_for_semantic_review,True,,
litowitz bonnie,candidate_concept,kept_for_semantic_review,True,,
little,candidate_concept,kept_for_semantic_review,True,,
little boy,candidate_concept,kept_for_semantic_review,True,,
little girl,candidate_concept,kept_for_semantic_review,True,,
lives,candidate_concept,kept_for_semantic_review,True,,
living,candidate_concept,kept_for_semantic_review,True,,
lloyd silverman,candidate_concept,kept_for_semantic_review,True,,
long-term,candidate_concept,kept_for_semantic_review,True,,
loss,candidate_concept,kept_for_semantic_review,True,,
louis missouri,candidate_concept,kept_for_semantic_review,True,,
love,candidate_concept,kept_for_semantic_review,True,,
love object,candidate_concept,kept_for_semantic_review,True,,
lucas psychotic,candidate_concept,kept_for_semantic_review,True,,
lucas richard,candidate_concept,kept_for_semantic_review,True,,
lynne zeavin,candidate_concept,kept_for_semantic_review,True,,
maintains private,candidate_concept,kept_for_semantic_review,True,,
make sense,candidate_concept,kept_for_semantic_review,True,,
makes,candidate_concept,kept_for_semantic_review,True,,
malawista introduction,candidate_concept,kept_for_semantic_review,True,,
male female,candidate_concept,kept_for_semantic_review,True,,
man,candidate_concept,kept_for_semantic_review,True,,
management,candidate_concept,kept_for_semantic_review,True,,
manera que,candidate_concept,kept_for_semantic_review,True,,
manifest content,candidate_concept,kept_for_semantic_review,True,,
manner,candidate_concept,kept_for_semantic_review,True,,
manual,candidate_concept,kept_for_semantic_review,True,,
manual edition,candidate_concept,kept_for_semantic_review,True,,
manual mental,candidate_concept,kept_for_semantic_review,True,,
manual pdm,candidate_concept,kept_for_semantic_review,True,,
marco chiesa,candidate_concept,kept_for_semantic_review,True,,
marcus evans,candidate_concept,kept_for_semantic_review,True,,
maresfield gardens,candidate_concept,kept_for_semantic_review,True,,
margaret crastnopol,candidate_concept,kept_for_semantic_review,True,,
margaret mahler,candidate_concept,kept_for_semantic_review,True,,
mark kanzer,candidate_concept,kept_for_semantic_review,True,,
masling,candidate_concept,kept_for_semantic_review,True,,
mass,candidate_concept,kept_for_semantic_review,True,,
massachusetts,candidate_concept,kept_for_semantic_review,True,,
massachusetts meissner,candidate_concept,kept_for_semantic_review,True,,
matter,candidate_concept,kept_for_semantic_review,True,,
maxwell gitelson,candidate_concept,kept_for_semantic_review,True,,
mdwilsonmd berkeley,candidate_concept,kept_for_semantic_review,True,,
meaning,candidate_concept,kept_for_semantic_review,True,,
means,candidate_concept,kept_for_semantic_review,True,,
measure,candidate_concept,kept_for_semantic_review,True,,
measures,candidate_concept,kept_for_semantic_review,True,,
mechanisms,candidate_concept,kept_for_semantic_review,True,,
med cornell,candidate_concept,kept_for_semantic_review,True,,
medical,candidate_concept,kept_for_semantic_review,True,,
medical students,candidate_concept,kept_for_semantic_review,True,,
medical training,candidate_concept,kept_for_semantic_review,True,,
medicine,candidate_concept,kept_for_semantic_review,True,,
medicine psychiatry,candidate_concept,kept_for_semantic_review,True,,
meeting,candidate_concept,kept_for_semantic_review,True,,
meeting american,candidate_concept,kept_for_semantic_review,True,,
meets essential,candidate_concept,kept_for_semantic_review,True,,
meissner meissner,candidate_concept,kept_for_semantic_review,True,,
melanie klein,candidate_concept,kept_for_semantic_review,True,,
melanie klein's,candidate_concept,kept_for_semantic_review,True,,
melitta schmideberg,candidate_concept,kept_for_semantic_review,True,,
member,candidate_concept,kept_for_semantic_review,True,,
member international,candidate_concept,kept_for_semantic_review,True,,
member pay,candidate_concept,kept_for_semantic_review,True,,
member training,candidate_concept,kept_for_semantic_review,True,,
members,candidate_concept,kept_for_semantic_review,True,,
members editorial,candidate_concept,kept_for_semantic_review,True,,
members educational,candidate_concept,kept_for_semantic_review,True,,
members international,candidate_concept,kept_for_semantic_review,True,,
members joint,candidate_concept,kept_for_semantic_review,True,,
members need,candidate_concept,kept_for_semantic_review,True,,
membership access,candidate_concept,kept_for_semantic_review,True,,
membership entry,candidate_concept,kept_for_semantic_review,True,,
memory,candidate_concept,kept_for_semantic_review,True,,
memory traces,candidate_concept,kept_for_semantic_review,True,,
men women,candidate_concept,kept_for_semantic_review,True,,
mental,candidate_concept,kept_for_semantic_review,True,,
mental apparatus,candidate_concept,kept_for_semantic_review,True,,
mental disorders,candidate_concept,kept_for_semantic_review,True,,
mental functioning,candidate_concept,kept_for_semantic_review,True,,
mental health,candidate_concept,kept_for_semantic_review,True,,
mental illness,candidate_concept,kept_for_semantic_review,True,,
mental life,candidate_concept,kept_for_semantic_review,True,,
mental mechanisms,candidate_concept,kept_for_semantic_review,True,,
mental states,candidate_concept,kept_for_semantic_review,True,,
mentalization,candidate_concept,kept_for_semantic_review,True,,
merton gill,candidate_concept,kept_for_semantic_review,True,,
metapsychological,candidate_concept,kept_for_semantic_review,True,,
michael balint,candidate_concept,kept_for_semantic_review,True,,
michigan,candidate_concept,kept_for_semantic_review,True,,
midwinter,candidate_concept,kept_for_semantic_review,True,,
midwinter meeting,candidate_concept,kept_for_semantic_review,True,,
milieu,candidate_concept,kept_for_semantic_review,True,,
milieu discussed,candidate_concept,kept_for_semantic_review,True,,
milton jane,candidate_concept,kept_for_semantic_review,True,,
mind,candidate_concept,kept_for_semantic_review,True,,
mit,candidate_concept,kept_for_semantic_review,True,,
mit dem,candidate_concept,kept_for_semantic_review,True,,
mit der,candidate_concept,kept_for_semantic_review,True,,
mitchell,candidate_concept,kept_for_semantic_review,True,,
mitchell relational,candidate_concept,kept_for_semantic_review,True,,
mitchell stephen,candidate_concept,kept_for_semantic_review,True,,
mitchell wilson,candidate_concept,kept_for_semantic_review,True,,
modo,candidate_concept,kept_for_semantic_review,True,,
modo cui,candidate_concept,kept_for_semantic_review,True,,
moment,candidate_concept,kept_for_semantic_review,True,,
montevideo uruguay,candidate_concept,kept_for_semantic_review,True,,
mother,candidate_concept,kept_for_semantic_review,True,,
mother child,candidate_concept,kept_for_semantic_review,True,,
mother-infant,candidate_concept,kept_for_semantic_review,True,,
mount sinai,candidate_concept,kept_for_semantic_review,True,,
msc,candidate_concept,kept_for_semantic_review,True,,
multiple,candidate_concept,kept_for_semantic_review,True,,
muriel dimen,candidate_concept,kept_for_semantic_review,True,,
must bear,candidate_concept,kept_for_semantic_review,True,,
mutual,candidate_concept,kept_for_semantic_review,True,,
mutual influence,candidate_concept,kept_for_semantic_review,True,,
myself,candidate_concept,kept_for_semantic_review,True,,
narcissism,candidate_concept,kept_for_semantic_review,True,,
narcissistic,candidate_concept,kept_for_semantic_review,True,,
narcissistic pathology,candidate_concept,kept_for_semantic_review,True,,
narcissistic personality,candidate_concept,kept_for_semantic_review,True,,
naso ronald,candidate_concept,kept_for_semantic_review,True,,
national,candidate_concept,kept_for_semantic_review,True,,
national health,candidate_concept,kept_for_semantic_review,True,,
national training,candidate_concept,kept_for_semantic_review,True,,
nature,candidate_concept,kept_for_semantic_review,True,,
nature human,candidate_concept,kept_for_semantic_review,True,,
need pay,candidate_concept,kept_for_semantic_review,True,,
negative therapeutic,candidate_concept,kept_for_semantic_review,True,,
neil altman,candidate_concept,kept_for_semantic_review,True,,
nel,candidate_concept,kept_for_semantic_review,True,,
net,candidate_concept,kept_for_semantic_review,True,,
net final,candidate_concept,kept_for_semantic_review,True,,
neurosis,candidate_concept,kept_for_semantic_review,True,,
neurotic,candidate_concept,kept_for_semantic_review,True,,
neurotic symptoms,candidate_concept,kept_for_semantic_review,True,,
never,candidate_concept,kept_for_semantic_review,True,,
news notes,candidate_concept,kept_for_semantic_review,True,,
next,candidate_concept,kept_for_semantic_review,True,,
next issue,candidate_concept,kept_for_semantic_review,True,,
nhs,candidate_concept,kept_for_semantic_review,True,,
nhs net,candidate_concept,kept_for_semantic_review,True,,
none less,candidate_concept,kept_for_semantic_review,True,,
normal,candidate_concept,kept_for_semantic_review,True,,
normal pathological,candidate_concept,kept_for_semantic_review,True,,
northern,candidate_concept,kept_for_semantic_review,True,,
noted,candidate_concept,kept_for_semantic_review,True,,
notes comments,candidate_concept,kept_for_semantic_review,True,,
notification,candidate_concept,kept_for_semantic_review,True,,
notification latest,candidate_concept,kept_for_semantic_review,True,,
notified,candidate_concept,kept_for_semantic_review,True,,
notified issues,candidate_concept,kept_for_semantic_review,True,,
notify,candidate_concept,kept_for_semantic_review,True,,
notify apa,candidate_concept,kept_for_semantic_review,True,,
notion,candidate_concept,kept_for_semantic_review,True,,
now,candidate_concept,kept_for_semantic_review,True,,
now available,candidate_concept,kept_for_semantic_review,True,,
number,candidate_concept,kept_for_semantic_review,True,,
nurses,candidate_concept,kept_for_semantic_review,True,,
nursing,candidate_concept,kept_for_semantic_review,True,,
nursing staff,candidate_concept,kept_for_semantic_review,True,,
nyu,candidate_concept,kept_for_semantic_review,True,,
nyu postdoctoral,candidate_concept,kept_for_semantic_review,True,,
oberndorf oberndorf,candidate_concept,kept_for_semantic_review,True,,
object,candidate_concept,kept_for_semantic_review,True,,
object choice,candidate_concept,kept_for_semantic_review,True,,
object constancy,candidate_concept,kept_for_semantic_review,True,,
object loss,candidate_concept,kept_for_semantic_review,True,,
object relations,candidate_concept,kept_for_semantic_review,True,,
object relationship,candidate_concept,kept_for_semantic_review,True,,
object relationships,candidate_concept,kept_for_semantic_review,True,,
object representations,candidate_concept,kept_for_semantic_review,True,,
objects,candidate_concept,kept_for_semantic_review,True,,
observations,candidate_concept,kept_for_semantic_review,True,,
observed,candidate_concept,kept_for_semantic_review,True,,
obsessional neurosis,candidate_concept,kept_for_semantic_review,True,,
occur,candidate_concept,kept_for_semantic_review,True,,
oedipal,candidate_concept,kept_for_semantic_review,True,,
oedipal phase,candidate_concept,kept_for_semantic_review,True,,
oedipus,candidate_concept,kept_for_semantic_review,True,,
oedipus complex,candidate_concept,kept_for_semantic_review,True,,
oedipus situation,candidate_concept,kept_for_semantic_review,True,,
offer,candidate_concept,kept_for_semantic_review,True,,
offered requirements,candidate_concept,kept_for_semantic_review,True,,
offers annual,candidate_concept,kept_for_semantic_review,True,,
often,candidate_concept,kept_for_semantic_review,True,,
ogden laurel,candidate_concept,kept_for_semantic_review,True,,
ogden thomas,candidate_concept,kept_for_semantic_review,True,,
once,candidate_concept,kept_for_semantic_review,True,,
one's own,candidate_concept,kept_for_semantic_review,True,,
ongoing,candidate_concept,kept_for_semantic_review,True,,
online,candidate_concept,kept_for_semantic_review,True,,
online like,candidate_concept,kept_for_semantic_review,True,,
online notification,candidate_concept,kept_for_semantic_review,True,,
online service,candidate_concept,kept_for_semantic_review,True,,
ontario canada,candidate_concept,kept_for_semantic_review,True,,
opposite sex,candidate_concept,kept_for_semantic_review,True,,
oral,candidate_concept,kept_for_semantic_review,True,,
orcid,candidate_concept,kept_for_semantic_review,True,,
orcid orcid,candidate_concept,kept_for_semantic_review,True,,
order,candidate_concept,kept_for_semantic_review,True,,
organisation,candidate_concept,kept_for_semantic_review,True,,
organization,candidate_concept,kept_for_semantic_review,True,,
oriented,candidate_concept,kept_for_semantic_review,True,,
otto fenichel,candidate_concept,kept_for_semantic_review,True,,
otto kernberg,candidate_concept,kept_for_semantic_review,True,,
ourselves,candidate_concept,kept_for_semantic_review,True,,
out plan,candidate_concept,kept_for_semantic_review,True,,
outcome,candidate_concept,kept_for_semantic_review,True,,
outcomes,candidate_concept,kept_for_semantic_review,True,,
outer world,candidate_concept,kept_for_semantic_review,True,,
outside world,candidate_concept,kept_for_semantic_review,True,,
over course,candidate_concept,kept_for_semantic_review,True,,
over past,candidate_concept,kept_for_semantic_review,True,,
over period,candidate_concept,kept_for_semantic_review,True,,
overall,candidate_concept,kept_for_semantic_review,True,,
pandemic,candidate_concept,kept_for_semantic_review,True,,
panel,candidate_concept,kept_for_semantic_review,True,,
panel held,candidate_concept,kept_for_semantic_review,True,,
panelists,candidate_concept,kept_for_semantic_review,True,,
paperback,candidate_concept,kept_for_semantic_review,True,,
paperback isbn,candidate_concept,kept_for_semantic_review,True,,
papers,candidate_concept,kept_for_semantic_review,True,,
papers psycho-analysis,candidate_concept,kept_for_semantic_review,True,,
papers vol,candidate_concept,kept_for_semantic_review,True,,
par,candidate_concept,kept_for_semantic_review,True,,
par les,candidate_concept,kept_for_semantic_review,True,,
paradigm,candidate_concept,kept_for_semantic_review,True,,
parent-infant relationship-contributions,candidate_concept,kept_for_semantic_review,True,,
parent-infant relationshipcontributions,candidate_concept,kept_for_semantic_review,True,,
parents,candidate_concept,kept_for_semantic_review,True,,
park,candidate_concept,kept_for_semantic_review,True,,
part ego,candidate_concept,kept_for_semantic_review,True,,
part panel,candidate_concept,kept_for_semantic_review,True,,
part played,candidate_concept,kept_for_semantic_review,True,,
participants,candidate_concept,kept_for_semantic_review,True,,
particularly,candidate_concept,kept_for_semantic_review,True,,
parts self,candidate_concept,kept_for_semantic_review,True,,
past,candidate_concept,kept_for_semantic_review,True,,
past present,candidate_concept,kept_for_semantic_review,True,,
past president,candidate_concept,kept_for_semantic_review,True,,
pathological,candidate_concept,kept_for_semantic_review,True,,
pathology,candidate_concept,kept_for_semantic_review,True,,
patient's,candidate_concept,kept_for_semantic_review,True,,
patient's internal,candidate_concept,kept_for_semantic_review,True,,
patient's psychic,candidate_concept,kept_for_semantic_review,True,,
patterns,candidate_concept,kept_for_semantic_review,True,,
paula heimann,candidate_concept,kept_for_semantic_review,True,,
paulo,candidate_concept,kept_for_semantic_review,True,,
paulo brazil,candidate_concept,kept_for_semantic_review,True,,
pay any,candidate_concept,kept_for_semantic_review,True,,
penis envy,candidate_concept,kept_for_semantic_review,True,,
pennsylvania,candidate_concept,kept_for_semantic_review,True,,
people,candidate_concept,kept_for_semantic_review,True,,
per,candidate_concept,kept_for_semantic_review,True,,
perhaps,candidate_concept,kept_for_semantic_review,True,,
period,candidate_concept,kept_for_semantic_review,True,,
person,candidate_concept,kept_for_semantic_review,True,,
personal,candidate_concept,kept_for_semantic_review,True,,
personal supervising,candidate_concept,kept_for_semantic_review,True,,
personality,candidate_concept,kept_for_semantic_review,True,,
personality assessment,candidate_concept,kept_for_semantic_review,True,,
personality disorder,candidate_concept,kept_for_semantic_review,True,,
personality disorders,candidate_concept,kept_for_semantic_review,True,,
personality organization,candidate_concept,kept_for_semantic_review,True,,
personality pathology,candidate_concept,kept_for_semantic_review,True,,
personality structure,candidate_concept,kept_for_semantic_review,True,,
peter fonagy,candidate_concept,kept_for_semantic_review,True,,
peter goldberg,candidate_concept,kept_for_semantic_review,True,,
peut tre,candidate_concept,kept_for_semantic_review,True,,
phallic phase,candidate_concept,kept_for_semantic_review,True,,
phase,candidate_concept,kept_for_semantic_review,True,,
phenomena,candidate_concept,kept_for_semantic_review,True,,
phenomenon,candidate_concept,kept_for_semantic_review,True,,
phil richardson,candidate_concept,kept_for_semantic_review,True,,
philadelphia,candidate_concept,kept_for_semantic_review,True,,
philadelphia pennsylvania,candidate_concept,kept_for_semantic_review,True,,
philip bromberg,candidate_concept,kept_for_semantic_review,True,,
phyllis greenacre,candidate_concept,kept_for_semantic_review,True,,
phyllis tyson,candidate_concept,kept_for_semantic_review,True,,
physical,candidate_concept,kept_for_semantic_review,True,,
physical symptoms,candidate_concept,kept_for_semantic_review,True,,
physicians,candidate_concept,kept_for_semantic_review,True,,
physicians surgeons,candidate_concept,kept_for_semantic_review,True,,
pilot study,candidate_concept,kept_for_semantic_review,True,,
pizer brattle,candidate_concept,kept_for_semantic_review,True,,
place floor,candidate_concept,kept_for_semantic_review,True,,
plains otto,candidate_concept,kept_for_semantic_review,True,,
plan meets,candidate_concept,kept_for_semantic_review,True,,
play,candidate_concept,kept_for_semantic_review,True,,
pleasure principle,candidate_concept,kept_for_semantic_review,True,,
plenary,candidate_concept,kept_for_semantic_review,True,,
plenary address,candidate_concept,kept_for_semantic_review,True,,
plenary panel,candidate_concept,kept_for_semantic_review,True,,
point vue,candidate_concept,kept_for_semantic_review,True,,
pointed out,candidate_concept,kept_for_semantic_review,True,,
policy,candidate_concept,kept_for_semantic_review,True,,
political,candidate_concept,kept_for_semantic_review,True,,
portal,candidate_concept,kept_for_semantic_review,True,,
portal alerts,candidate_concept,kept_for_semantic_review,True,,
porto alegre,candidate_concept,kept_for_semantic_review,True,,
position,candidate_concept,kept_for_semantic_review,True,,
postdoctoral,candidate_concept,kept_for_semantic_review,True,,
poster american,candidate_concept,kept_for_semantic_review,True,,
posttraumatic stress,candidate_concept,kept_for_semantic_review,True,,
potential,candidate_concept,kept_for_semantic_review,True,,
potential space,candidate_concept,kept_for_semantic_review,True,,
power,candidate_concept,kept_for_semantic_review,True,,
practitioner,candidate_concept,kept_for_semantic_review,True,,
practitioners,candidate_concept,kept_for_semantic_review,True,,
practitioners enter,candidate_concept,kept_for_semantic_review,True,,
pratyusha tummala-narra,candidate_concept,kept_for_semantic_review,True,,
preoedipal,candidate_concept,kept_for_semantic_review,True,,
presente art,candidate_concept,kept_for_semantic_review,True,,
presente articolo,candidate_concept,kept_for_semantic_review,True,,
president,candidate_concept,kept_for_semantic_review,True,,
president international,candidate_concept,kept_for_semantic_review,True,,
presidential address,candidate_concept,kept_for_semantic_review,True,,
press,candidate_concept,kept_for_semantic_review,True,,
press inc,candidate_concept,kept_for_semantic_review,True,,
press pages,candidate_concept,kept_for_semantic_review,True,,
previously published,candidate_concept,kept_for_semantic_review,True,,
primal scene,candidate_concept,kept_for_semantic_review,True,,
primary,candidate_concept,kept_for_semantic_review,True,,
primary care,candidate_concept,kept_for_semantic_review,True,,
primary secondary,candidate_concept,kept_for_semantic_review,True,,
primitive,candidate_concept,kept_for_semantic_review,True,,
primitive mental,candidate_concept,kept_for_semantic_review,True,,
private,candidate_concept,kept_for_semantic_review,True,,
private correspondence,candidate_concept,kept_for_semantic_review,True,,
private practitioner,candidate_concept,kept_for_semantic_review,True,,
prize awarded,candidate_concept,kept_for_semantic_review,True,,
prize best,candidate_concept,kept_for_semantic_review,True,,
prize chair,candidate_concept,kept_for_semantic_review,True,,
prize essay,candidate_concept,kept_for_semantic_review,True,,
prize fund,candidate_concept,kept_for_semantic_review,True,,
prize judges,candidate_concept,kept_for_semantic_review,True,,
prize proposal,candidate_concept,kept_for_semantic_review,True,,
prize submitted,candidate_concept,kept_for_semantic_review,True,,
prize want,candidate_concept,kept_for_semantic_review,True,,
prize winners,candidate_concept,kept_for_semantic_review,True,,
prizes evidence-based,candidate_concept,kept_for_semantic_review,True,,
professional,candidate_concept,kept_for_semantic_review,True,,
professional psychology,candidate_concept,kept_for_semantic_review,True,,
professionals,candidate_concept,kept_for_semantic_review,True,,
projective,candidate_concept,kept_for_semantic_review,True,,
projective identification,candidate_concept,kept_for_semantic_review,True,,
proposal must,candidate_concept,kept_for_semantic_review,True,,
proposals contain,candidate_concept,kept_for_semantic_review,True,,
proposals evidence-based,candidate_concept,kept_for_semantic_review,True,,
proposals submissions,candidate_concept,kept_for_semantic_review,True,,
protocols,candidate_concept,kept_for_semantic_review,True,,
provide,candidate_concept,kept_for_semantic_review,True,,
provided,candidate_concept,kept_for_semantic_review,True,,
provided previously,candidate_concept,kept_for_semantic_review,True,,
provides,candidate_concept,kept_for_semantic_review,True,,
provision,candidate_concept,kept_for_semantic_review,True,,
psicoan lisis,candidate_concept,kept_for_semantic_review,True,,
psicoanal tica,candidate_concept,kept_for_semantic_review,True,,
psicoanal tico,candidate_concept,kept_for_semantic_review,True,,
psy,candidate_concept,kept_for_semantic_review,True,,
psyche,candidate_concept,kept_for_semantic_review,True,,
psychiatric,candidate_concept,kept_for_semantic_review,True,,
psychiatrists,candidate_concept,kept_for_semantic_review,True,,
psychiatry,candidate_concept,kept_for_semantic_review,True,,
psychiatry behavioral,candidate_concept,kept_for_semantic_review,True,,
psychiatry columbia,candidate_concept,kept_for_semantic_review,True,,
psychiatry harvard,candidate_concept,kept_for_semantic_review,True,,
psychiatry mount,candidate_concept,kept_for_semantic_review,True,,
psychiatry weill,candidate_concept,kept_for_semantic_review,True,,
psychic,candidate_concept,kept_for_semantic_review,True,,
psychic apparatus,candidate_concept,kept_for_semantic_review,True,,
psychic change,candidate_concept,kept_for_semantic_review,True,,
psychic energy,candidate_concept,kept_for_semantic_review,True,,
psychic functioning,candidate_concept,kept_for_semantic_review,True,,
psychic life,candidate_concept,kept_for_semantic_review,True,,
psychic reality,candidate_concept,kept_for_semantic_review,True,,
psychic structure,candidate_concept,kept_for_semantic_review,True,,
psychic trauma,candidate_concept,kept_for_semantic_review,True,,
psycho-analysis,candidate_concept,kept_for_semantic_review,True,,
psycho-analysis cavendish,candidate_concept,kept_for_semantic_review,True,,
psycho-analysts,candidate_concept,kept_for_semantic_review,True,,
psycho-analytic,candidate_concept,kept_for_semantic_review,True,,
psycho-analytic situation,candidate_concept,kept_for_semantic_review,True,,
psycho-analytic study,candidate_concept,kept_for_semantic_review,True,,
psycho-analytic technique,candidate_concept,kept_for_semantic_review,True,,
psycho-analytic training,candidate_concept,kept_for_semantic_review,True,,
